location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
IT0761A,Milano,IT,2020-09-15T06:00:00Z,2020-09-15T08:00:00+02:00,no2,45.36039,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-15T05:00:00Z,2020-09-15T07:00:00+02:00,no2,36.901524,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-15T04:00:00Z,2020-09-15T06:00:00+02:00,no2,29.238997,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-15T03:00:00Z,2020-09-15T05:00:00+02:00,no2,36.725136,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-15T02:00:00Z,2020-09-15T04:00:00+02:00,no2,45.212536,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-15T01:00:00Z,2020-09-15T03:00:00+02:00,no2,45.093212,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-15T00:00:00Z,2020-09-15T02:00:00+02:00,no2,49.720818,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T23:00:00Z,2020-09-15T01:00:00+02:00,no2,53.539116,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T22:00:00Z,2020-09-15T00:00:00+02:00,no2,66.708595,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T21:00:00Z,2020-09-14T23:00:00+02:00,no2,74.59939,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T20:00:00Z,2020-09-14T22:00:00+02:00,no2,78.09603,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T19:00:00Z,2020-09-14T21:00:00+02:00,no2,53.549488,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T18:00:00Z,2020-09-14T20:00:00+02:00,no2,53.007355,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T17:00:00Z,2020-09-14T19:00:00+02:00,no2,39.77043,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T16:00:00Z,2020-09-14T18:00:00+02:00,no2,34.045586,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T15:00:00Z,2020-09-14T17:00:00+02:00,no2,26.185919,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T13:00:00Z,2020-09-14T15:00:00+02:00,no2,18.762035,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T12:00:00Z,2020-09-14T14:00:00+02:00,no2,16.489737,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T11:00:00Z,2020-09-14T13:00:00+02:00,no2,18.891731,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T09:00:00Z,2020-09-14T11:00:00+02:00,no2,50.125477,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T08:00:00Z,2020-09-14T10:00:00+02:00,no2,71.17797,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T06:00:00Z,2020-09-14T08:00:00+02:00,no2,40.958458,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T04:00:00Z,2020-09-14T06:00:00+02:00,no2,28.377806,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T03:00:00Z,2020-09-14T05:00:00+02:00,no2,30.014587,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T02:00:00Z,2020-09-14T04:00:00+02:00,no2,38.776947,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T01:00:00Z,2020-09-14T03:00:00+02:00,no2,46.05038,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-14T00:00:00Z,2020-09-14T02:00:00+02:00,no2,51.067078,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T23:00:00Z,2020-09-14T01:00:00+02:00,no2,66.30134,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T22:00:00Z,2020-09-14T00:00:00+02:00,no2,75.17525,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T21:00:00Z,2020-09-13T23:00:00+02:00,no2,68.36613,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T20:00:00Z,2020-09-13T22:00:00+02:00,no2,69.88878,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T19:00:00Z,2020-09-13T21:00:00+02:00,no2,32.279106,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T18:00:00Z,2020-09-13T20:00:00+02:00,no2,16.32113,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T17:00:00Z,2020-09-13T19:00:00+02:00,no2,14.868517,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T16:00:00Z,2020-09-13T18:00:00+02:00,no2,10.855678,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T15:00:00Z,2020-09-13T17:00:00+02:00,no2,12.313477,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T14:00:00Z,2020-09-13T16:00:00+02:00,no2,12.82708,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T13:00:00Z,2020-09-13T15:00:00+02:00,no2,14.365292,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T12:00:00Z,2020-09-13T14:00:00+02:00,no2,12.946401,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T11:00:00Z,2020-09-13T13:00:00+02:00,no2,15.402871,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T10:00:00Z,2020-09-13T12:00:00+02:00,no2,21.389708,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T09:00:00Z,2020-09-13T11:00:00+02:00,no2,25.016048,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T08:00:00Z,2020-09-13T10:00:00+02:00,no2,30.507437,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T07:00:00Z,2020-09-13T09:00:00+02:00,no2,37.098663,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T06:00:00Z,2020-09-13T08:00:00+02:00,no2,38.11549,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T05:00:00Z,2020-09-13T07:00:00+02:00,no2,37.103848,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T04:00:00Z,2020-09-13T06:00:00+02:00,no2,48.867413,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T03:00:00Z,2020-09-13T05:00:00+02:00,no2,53.910046,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T02:00:00Z,2020-09-13T04:00:00+02:00,no2,65.076996,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T01:00:00Z,2020-09-13T03:00:00+02:00,no2,72.30893,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-13T00:00:00Z,2020-09-13T02:00:00+02:00,no2,78.04934,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T23:00:00Z,2020-09-13T01:00:00+02:00,no2,82.22819,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T22:00:00Z,2020-09-13T00:00:00+02:00,no2,78.22314,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T21:00:00Z,2020-09-12T23:00:00+02:00,no2,80.60697,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T20:00:00Z,2020-09-12T22:00:00+02:00,no2,33.985924,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T19:00:00Z,2020-09-12T21:00:00+02:00,no2,20.476637,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T18:00:00Z,2020-09-12T20:00:00+02:00,no2,10.749327,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T17:00:00Z,2020-09-12T19:00:00+02:00,no2,12.972341,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T16:00:00Z,2020-09-12T18:00:00+02:00,no2,13.172074,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T15:00:00Z,2020-09-12T17:00:00+02:00,no2,12.321259,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T14:00:00Z,2020-09-12T16:00:00+02:00,no2,11.415971,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T13:00:00Z,2020-09-12T15:00:00+02:00,no2,14.323788,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T12:00:00Z,2020-09-12T14:00:00+02:00,no2,17.625885,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T11:00:00Z,2020-09-12T13:00:00+02:00,no2,17.436527,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T10:00:00Z,2020-09-12T12:00:00+02:00,no2,29.949738,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T09:00:00Z,2020-09-12T11:00:00+02:00,no2,32.206474,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T08:00:00Z,2020-09-12T10:00:00+02:00,no2,35.1532,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T07:00:00Z,2020-09-12T09:00:00+02:00,no2,48.20595,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T06:00:00Z,2020-09-12T08:00:00+02:00,no2,46.33053,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T05:00:00Z,2020-09-12T07:00:00+02:00,no2,48.058098,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T04:00:00Z,2020-09-12T06:00:00+02:00,no2,48.405685,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T03:00:00Z,2020-09-12T05:00:00+02:00,no2,45.298138,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T02:00:00Z,2020-09-12T04:00:00+02:00,no2,50.312237,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T01:00:00Z,2020-09-12T03:00:00+02:00,no2,55.725815,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-12T00:00:00Z,2020-09-12T02:00:00+02:00,no2,52.659763,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T23:00:00Z,2020-09-12T01:00:00+02:00,no2,62.231434,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T22:00:00Z,2020-09-12T00:00:00+02:00,no2,71.91984,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T21:00:00Z,2020-09-11T23:00:00+02:00,no2,77.92742,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T20:00:00Z,2020-09-11T22:00:00+02:00,no2,81.45001,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T19:00:00Z,2020-09-11T21:00:00+02:00,no2,62.732067,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T18:00:00Z,2020-09-11T20:00:00+02:00,no2,29.851168,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T17:00:00Z,2020-09-11T19:00:00+02:00,no2,17.042248,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T16:00:00Z,2020-09-11T18:00:00+02:00,no2,19.968222,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T15:00:00Z,2020-09-11T17:00:00+02:00,no2,16.334099,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T14:00:00Z,2020-09-11T16:00:00+02:00,no2,22.139359,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T13:00:00Z,2020-09-11T15:00:00+02:00,no2,18.754253,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T12:00:00Z,2020-09-11T14:00:00+02:00,no2,13.177263,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T11:00:00Z,2020-09-11T13:00:00+02:00,no2,12.948995,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T10:00:00Z,2020-09-11T12:00:00+02:00,no2,29.96271,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T09:00:00Z,2020-09-11T11:00:00+02:00,no2,49.46661,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T08:00:00Z,2020-09-11T10:00:00+02:00,no2,66.4077,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T07:00:00Z,2020-09-11T09:00:00+02:00,no2,63.346836,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T06:00:00Z,2020-09-11T08:00:00+02:00,no2,43.010273,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T05:00:00Z,2020-09-11T07:00:00+02:00,no2,27.184587,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T04:00:00Z,2020-09-11T06:00:00+02:00,no2,18.494858,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T03:00:00Z,2020-09-11T05:00:00+02:00,no2,18.274374,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T02:00:00Z,2020-09-11T04:00:00+02:00,no2,24.803345,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T01:00:00Z,2020-09-11T03:00:00+02:00,no2,35.88729,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-11T00:00:00Z,2020-09-11T02:00:00+02:00,no2,51.476925,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T23:00:00Z,2020-09-11T01:00:00+02:00,no2,73.756355,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T22:00:00Z,2020-09-11T00:00:00+02:00,no2,73.7382,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T21:00:00Z,2020-09-10T23:00:00+02:00,no2,69.925095,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T20:00:00Z,2020-09-10T22:00:00+02:00,no2,55.94889,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T19:00:00Z,2020-09-10T21:00:00+02:00,no2,53.380882,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T18:00:00Z,2020-09-10T20:00:00+02:00,no2,19.890402,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T17:00:00Z,2020-09-10T19:00:00+02:00,no2,21.571281,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T16:00:00Z,2020-09-10T18:00:00+02:00,no2,14.897052,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T15:00:00Z,2020-09-10T17:00:00+02:00,no2,17.597351,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T14:00:00Z,2020-09-10T16:00:00+02:00,no2,21.547935,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T13:00:00Z,2020-09-10T15:00:00+02:00,no2,28.632013,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T12:00:00Z,2020-09-10T14:00:00+02:00,no2,26.504974,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T11:00:00Z,2020-09-10T13:00:00+02:00,no2,37.591515,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T10:00:00Z,2020-09-10T12:00:00+02:00,no2,36.673256,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T09:00:00Z,2020-09-10T11:00:00+02:00,no2,39.6563,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T08:00:00Z,2020-09-10T10:00:00+02:00,no2,57.99811,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T07:00:00Z,2020-09-10T09:00:00+02:00,no2,52.78946,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T06:00:00Z,2020-09-10T08:00:00+02:00,no2,36.699196,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T05:00:00Z,2020-09-10T07:00:00+02:00,no2,33.609802,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T04:00:00Z,2020-09-10T06:00:00+02:00,no2,24.048504,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T03:00:00Z,2020-09-10T05:00:00+02:00,no2,27.083426,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T02:00:00Z,2020-09-10T04:00:00+02:00,no2,36.647316,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
IT0761A,Milano,IT,2020-09-10T01:00:00Z,2020-09-10T03:00:00+02:00,no2,50.895878,µg/m³,45.44917,9.1825,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
